enchantmentID,enchSortOrder,enchGroup,enchName,enchShortName,enchBonusType,enchEffect,enchCannithMinLevel,enchAugmentMinLevel,enchDesc,enchSupercededBy,allEnch,basic,nonscaling,forMeleeDmg,forRangedDmg,forACDefence,forResistDefence,forHitPoints,forAlchemist,forArtificer,forBarbarian,forBard,forCleric,forDruid,forFavoredSoul,forFighter,forMonk,forPaladin,forRanger,forRogue,forSorcerer,forWarlock,forWizard,enchNotes,createBy,createTime,updateBy,updateTime
1920,5952,Damage,"Bane (Unnatural)","Unnatural Bane",Untyped,"Unnatural Damage",0,100,"Untyped bonus to Unnatural Damage",NULL,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
1930,6016,Damage,"Bane (Vermin)","Vermin Bane",Untyped,"Vermin Damage",0,100,"Untyped bonus to Vermin Damage",NULL,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
1940,6080,Damage,"Melee Alacrity","Melee Alac",Enhancement,"Melee Atack Speed",0,100,"Enhancement bonus to Melee Atack Speed",NULL,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
1950,6144,Damage,"Ranged Alacrity","Ranged Alac",Enhancement,"Ranged Atack Speed",0,100,"Enhancement bonus to Ranged Atack Speed",NULL,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
1960,6208,Damage,Bashing,Bashing,Unknown,"Force Damage",0,100,"Unknown Type bonus to Force Damage",NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
1970,6272,Damage,"Shield Spikes","Shield Spikes",Unknown,"Piercing Damage",0,100,"Unknown Type bonus to Piercing Damage",NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
1980,6336,Damage,Doubleshot,Doubleshot,Enhancement,"Passive Attack (Ranged)",0,100,"Enhancement bonus to Ranged Passive Attack Chance",NULL,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
1990,6400,Damage,Doublestrike,Doublestrike,Enhancement,"Passive Attack (Melee)",0,100,"Enhancement bonus to Melee Passive Attack Chance",NULL,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2000,6464,Damage,"Shield Bashing","Shield Bashing",Enhancement,"Passive Attack (Shield)",0,100,"Enhancement bonus to Passive Attack (Shield)",NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2010,6528,"Damage (Bypass Defense)",Armor-Piercing,Armor-Piercing,Enhancement,"Defeat Fortification",0,100,"Enhancement bonus to Defeat Fortification",NULL,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,3,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2020,6592,"Damage (Bypass Defense)","Adamantine (Weapon)",Adamantine,Material,"Bypass Adamantine",1,12,"Material flag to Bypass Adamantine",NULL,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2030,6656,"Damage (Bypass Defense)",Byeshk,Byeshk,Material,"Bypass Byeshk",1,8,"Material flag to Bypass Byeshk",NULL,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2040,6720,"Damage (Bypass Defense)","Cold Iron","Cold Iron",Material,"Bypass Cold Iron",1,16,"Material flag to Bypass Cold Iron",NULL,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2050,6784,"Damage (Bypass Defense)",Metalline,Metalline,Material,"Bypass Metalline",1,100,"Material flag to Bypass Metalline",NULL,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2060,6848,"Damage (Bypass Defense)",Silver,Silver,Material,"Bypass Silver",1,0,"Material flag to Bypass Silver",NULL,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2070,6912,"Damage (Bypass Defense)","Ghost Touch","Ghost Touch",Untyped,"Bypass Incorporeal",1,0,"Untyped flag to Bypass Incorporeal",NULL,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2080,6976,"Damage (Bypass Defense)",Aligned,Aligned,Untyped,"Bypass Aligned",1,100,"Untyped flag to Bypass Alignment Resistance",NULL,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2090,7040,"Damage (Bypass Defense)","Chaos Aligned",Chaotic,Untyped,"Bypass Chaotic",1,8,"Untyped bonus to Bypass Chaotic Resistance",Aligned,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2100,7104,"Damage (Bypass Defense)","Evil Aligned",Evil,Untyped,"Bypass Evil",1,8,"Untyped bonus to Bypass Evil Resistance",Aligned,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2110,7168,"Damage (Bypass Defense)","Good Aligned",Good,Untyped,"Bypass Good",1,12,"Untyped bonus to Bypass Good Resistance",Aligned,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2120,7232,"Damage (Bypass Defense)","Law Aligned",Lawful,Untyped,"Bypass Lawful",1,8,"Untyped bonus to Bypass Lawful Resistance",Aligned,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2130,7296,"Damage Reduction","Adamantine (Armor)",Adamantine,Adamantine,DR/Adamantine,1,12,"Adamantine bonus to DR/Adamantine",NULL,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2140,7360,"Damage Reduction",Invulnerability,Invulnerability,Untyped,DR/Magic,1,100,"Untyped bonus to DR/Magic",NULL,1,1,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2150,7424,"Damage Reduction","Resist (Acid)","Resist Acid",Enhancement,"Resist Acid",0,0,"Enhancement bonus to Resist Acid",NULL,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2160,7488,"Damage Reduction","Resist (Cold)","Resist Cold",Enhancement,"Resist Cold",0,0,"Enhancement bonus to Resist Cold",NULL,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2170,7552,"Damage Reduction","Resist (Electric)","Resist Electric",Enhancement,"Resist Electric",0,0,"Enhancement bonus to Resist Electric",NULL,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2180,7616,"Damage Reduction","Resist (Fire)","Resist Fire",Enhancement,"Resist Fire",0,0,"Enhancement bonus to Resist Fire",NULL,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2190,7680,"Damage Reduction","Resist (Poison)","Resist Poison",Enhancement,"Resist Poison",100,100,"Enhancement bonus to Resist Poison",NULL,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2200,7744,"Damage Reduction","Resist (Sonic)","Resist Sonic",Enhancement,"Resist Sonic",0,0,"Enhancement bonus to Resist Sonic",NULL,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2210,7808,"Damage Reduction","Resist (Light)","Resist Light",Enhancement,"Resist Light",100,100,"Enhancement bonus to Resist Light",NULL,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2220,7872,"Damage Reduction","Resist (Negative)","Resist Negative",Enhancement,"Resist Negative",100,100,"Enhancement bonus to Resist Negative",NULL,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2230,7936,"Damage Reduction","Insightful Resist (Acid)","Ins. Resist Acid",Insight,"Resist Acid",10,0,"Insight bonus to Resist Acid",NULL,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2240,8000,"Damage Reduction","Insightful Resist (Cold)","Ins. Resist Cold",Insight,"Resist Cold",10,0,"Insight bonus to Resist Cold",NULL,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2250,8064,"Damage Reduction","Insightful Resist (Electric)","Ins. Resist Electric",Insight,"Resist Electric",10,0,"Insight bonus to Resist Electric",NULL,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2260,8128,"Damage Reduction","Insightful Resist (Fire)","Ins. Resist Fire",Insight,"Resist Fire",10,0,"Insight bonus to Resist Fire",NULL,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2270,8192,"Damage Reduction","Insightful Resist (Poison)","Ins. Resist Poison",Insight,"Resist Poison",100,100,"Insight bonus to Resist Poison",NULL,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2280,8256,"Damage Reduction","Insightful Resist (Sonic)","Ins. Resist Sonic",Insight,"Resist Sonic",10,0,"Insight bonus to Resist Sonic",NULL,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2290,8320,"Damage Reduction","Insightful Resist (Light)","Ins. Resist Light",Insight,"Resist Light",100,100,"Insight bonus to Resist Light",NULL,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2300,8384,"Damage Reduction","Insightful Resist (Negative)","Ins. Resist Negative",Insight,"Resist Negative",100,100,"Insight bonus to Resist Negative",NULL,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2310,8448,"Damage Reduction",Sheltering,Sheltering,Enhancement,"Absorb Damage",0,0,"Enhancement bonus to both PRR and MRR",NULL,1,2,0,0,0,8,8,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2320,8512,"Damage Reduction","Insightful Magical Sheltering",IMS,Insight,"Absorb Magic",10,100,"Insight bonus to Magical Resistance Rating",NULL,1,2,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2330,8576,"Damage Reduction","Insightful Physical Sheltering",IPS,Insight,"Absorb Physical",10,100,"Insight bonus to Physical Resistance Rating",NULL,1,2,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2340,8640,"Damage Reduction","Absorption (Acid)","Abs Acid",Untyped,"Absorb Acid",0,100,"Untyped bonus to Absorb Acid",NULL,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2350,8704,"Damage Reduction","Absorption (Cold)","Abs Cold",Untyped,"Absorb Cold",0,100,"Untyped bonus to Absorb Cold",NULL,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2360,8768,"Damage Reduction","Absorption (Electricity)","Abs Elec",Untyped,"Absorb Electric",0,100,"Untyped bonus to Absorb Electric",NULL,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2370,8832,"Damage Reduction","Absorption (Fire)","Abs Fire",Untyped,"Absorb Fire",0,100,"Untyped bonus to Absorb Fire",NULL,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2380,8896,"Damage Reduction","Absorption (Sonic)","Abs Sonic",Untyped,"Absorb Sonic",0,100,"Untyped bonus to Absorb Sonic",NULL,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2390,8960,"Guard (AC debuff)",Unbalancing,Unbalancing,Enhancement,"AC Debuff",1,100,"Enhancement bonus to AC Debuff",NULL,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2400,9024,"Guard (Elemental)","Guard (Acid)","Acid Guard",Enhancement,"Acid Guard",0,100,"Enhancement bonus to Acid Guard",NULL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2410,9088,"Guard (Elemental)","Guard (Fire)","Fire Guard",Enhancement,"Fire Guard",0,100,"Enhancement bonus to Fire Guard",NULL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2420,9152,"Guard (Elemental)","Guard (Ice)","Ice Guard",Enhancement,"Ice Guard",0,100,"Enhancement bonus to Ice Guard",NULL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2430,9216,"Guard (Elemental)","Guard (Lightning)","Lightning Guard",Enhancement,"Lightning Guard",0,100,"Enhancement bonus to Lightning Guard",NULL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2440,9280,"Guard (Elemental)","Guard (Sonic)","Sonic Guard",Enhancement,"Sonic Guard",0,100,"Enhancement bonus to Sonic Guard",NULL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2450,9344,"Guard (Fear)",Fearsome,Fearsome,Enhancement,Fear,1,100,"Enhancement bonus to Fear Guard",NULL,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2460,9408,"Guard (Rage)",Vengeful,Vengeful,Enhancement,Rage,2,100,"Enhancement bonus to Rage Guard",NULL,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2470,9472,Health,"False Life","False Life",Enhancement,"HP Bonus",0,0,"Enhancement bonus to Hit Points",NULL,1,8,0,0,0,0,0,16,0,0,0,0,8,0,0,8,0,0,0,0,2,0,2,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2480,9536,Health,Vitality,Vitality,Vitality,"HP Bonus",0,11,"Vitality bonus to Hit Points",NULL,1,1,0,0,0,0,0,16,0,0,0,0,8,0,0,8,0,0,0,0,2,0,2,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2490,9600,Health,Vampirism,Vampirism,Enhancement,"HP Stealing",0,100,"Enhancement bonus to HP Stealing",NULL,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2500,9664,Health,Regeneration,Regeneration,Regeneration,"HP Regen",1,100,"Regeneration bonus to HP Regeneration",NULL,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2510,9728,"Hit Chance",Accuracy,Accuracy,Competance,"To Hit Bonus",0,0,"Competance bonus to Hit Chance",NULL,1,1,0,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2520,9792,"Hit Chance","Insightful Accuracy","Ins. Accuracy",Insight,"To Hit Bonus",10,100,"Insight bonus to To Hit Chance",NULL,1,1,0,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2530,9856,"Hit Chance",Keen,Keen,Feat,"Crit Chance Bonus",0,100,"Feat bonus to Crit Chance",NULL,1,0,0,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2540,9920,"Hit Chance",Seeker,Seeker,Enhancement,"Confirm Crit Bonus",0,100,"Enhancement bonus to Confirm Critical Hits",NULL,1,0,0,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2550,9984,"Hit Chance","Insightful Seeker","Ins. Seeke",Insight,"Confirm Crit Bonus",10,100,"Insight bonus to Confirm Critical Hits",NULL,1,0,0,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2560,10048,Immunity,"Blindness Immunity","Blindness Immunity",Blindness,"Blindness Imunity",1,8,"Full Immunity to Blindness",NULL,1,1,2,0,0,0,8,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2570,10112,Immunity,"Disease Ward","Disease Ward",Enhancement,"Disease Save Bonus",0,4,"Enhancement bonus to Saves vs. Disease",NULL,1,1,0,0,0,0,8,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2580,10176,Immunity,"Poison Ward","Poison Ward",Enhancement,"Poison Save Bonus",0,4,"Enhancement bonus to Saves vs. Poison",NULL,1,1,0,0,0,0,8,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2590,10240,Immunity,"Insightful Disease Ward","Ins. Disease Ward",Insight,"Disease Save Bonus",10,100,"Insight bonus to Saves vs. Disease",NULL,1,1,0,0,0,0,8,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2600,10304,Immunity,"Insightful Poison Ward","Ins. Poison Ward",Insight,"Poison Save Bonus",10,100,"Insight bonus to Saves vs. Poison",NULL,1,1,0,0,0,0,8,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2610,10368,Immunity,"Fear Immunity","Fear Immunity",Enhancement,"Fear Immunity",0,100,"Full Immunity to Fear Effects",NULL,1,1,1,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2620,10432,"Multi (Armor Class, Saving Throws)",Parrying,Parrying,Insight,"AC Bonus, Resistance Bonus",10,100,"Insight bonus to AC and Resistance (all Saving Throws)",NULL,1,2,0,0,0,8,8,0,0,0,0,0,1,0,0,4,0,1,0,0,1,0,1,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2630,10560,"Multi (Max Dex Bonus, Arcane Spell Failure)",Mithril,Mithril,Material,"Max AC, Arcane Spell Failure",0,100,"Material bonus to Arcane Spell Failure and Max Dex Bonus to AC",NULL,1,0,1,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2640,10624,"Multi (Saving Throws, Skills)","Good Luck",Luck,Luck,"Saving Throws, Skills",12,12,"Luck bonus to Saving Throws and Skills",NULL,1,4,0,0,0,0,16,0,0,0,0,0,4,0,0,4,0,1,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2650,10688,"Negate (or save vs.?) Illusion Spells","Illusion Resistance","Illusion Resistance",Enhancement,"Illusion Save Bonus",0,100,"Enhancement bonus to Illusion Saving Throws",NULL,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Just guessing what this is.",0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2660,10752,"Negate (or save vs.?) Illusion Spells","Insightful Illusion Resistance","Ins. Illusion Resistance",Insight,"Illusion Save Bonus",10,100,"Insight bonus to Illusion Saving Throws",NULL,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Just guessing what this is.",0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2670,10816,"Negate Critical Hits",Fortification,Fortification,Enhancement,"Negate Crit",0,0,"Enhancement bonus to Negate Critical Hits",NULL,1,8,0,0,0,16,8,0,0,0,0,0,16,0,0,16,0,1,0,0,16,0,16,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2680,10880,"Negate Critical Hits","Insightful Fortification","Ins. Fortification",Insight,"Negate Crit",10,100,"Insight bonus to Negate Critical Hits",NULL,1,8,0,0,0,16,8,0,0,0,0,0,16,0,0,16,0,1,0,0,16,0,16,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2690,10944,"Negate Death Effects",Deathblock,Deathblock,Enhancement,"Negate Death",1,12,"Full Immunity to all Death Effects",NULL,1,8,8,0,0,0,16,0,0,0,0,0,32,0,0,16,0,0,0,0,16,0,16,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2700,11008,"Negate Item Damage",Everbright,Everbright,Material,"Negate Wear",1,100,"Negates Item Damage from Rust or Acid. Blinding Flash Clicky.",NULL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2710,11072,"Negate Spells","Spell Resistance","Spell Resistance",Enhancement,"Negate Spells",0,0,"Enhancement bonus to Negate Spell Effects",NULL,1,1,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2720,11136,"Negate Spells","Insightful Spell Resistance","Ins. Spell Resistance",Insight,"Negate Spells",10,100,"Insight bonus to Negate Spell Effects",NULL,1,1,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2730,11200,"Saving Throws (All)",Resistance,Resistance,Resistance,"Saves (All)",0,0,"Resistance bonus to ALL Saving Throws",NULL,1,8,0,0,0,0,32,0,0,0,0,0,1,0,0,16,0,0,0,0,16,0,16,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2740,11264,"Saving Throws (Enchantments)","Enchantment Resistance","Ench. Resist",Enhancement,"Saves (Enchantments)",0,100,"Enhancement bonus to Enchantment Saving Throws",NULL,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2750,11328,"Saving Throws (Enchantments)","Insightful Enchantment Resistance","Ins. Ench. Resist",Insight,"Saves (Enchantments)",10,100,"Insight bonus to Enchantments Saving Throws",NULL,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2760,11392,"Saving Throws (Fortitude)",Fortitude,Fortitude,Enhancement,"Saves (Fort)",0,0,"Enhancement bonus to Fortification Saving Throws",NULL,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2770,11456,"Saving Throws (Reflex)",Reflex,Reflex,Enhancement,"Saves (Reflex)",0,100,"Enhancement bonus to Reflex Saving Throws",NULL,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2780,11520,"Saving Throws (Spells)","Spell Saves","Spell Saves",Enhancement,"Saves (Spells)",0,100,"Enhancement bonus to Spell Saving Throws",NULL,1,1,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2790,11584,"Saving Throws (Spells)","Insightful Spell Saves","Ins. Spell Saves",Insight,"Saves (Spells)",10,100,"Insight bonus to Spell Saving Throws",NULL,1,1,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
